Reg,RegNum,Scientific Name,Species Common Name,Sex,Collection Locality,Date Collected,Collector,Specimen Notes,Notes,Specimen Form,Specimen Part,Current Location,Age,Stage,Total Length,Hindfoot Length,Ear Length,Unit,Weight,Unit of Weight
C,20872,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Great Glennie Island (39 05 S, 146 14 E)",28/09/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089053),,,366,40,25,mm,195,grams
C,31478,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Childers Forest (38 18 S, 146 07 E)",12/08/1954,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,20552,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Mt Saint Bernard,Alpine Road off Dargo Road (37 00 S, 147 04 E)",14/02/1967,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089052),,,234,31,20,mm,,grams
C,14175,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",03/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,327,32,24.5,mm,122,grams
C,14191,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",07/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,342,43,,mm,143,grams
C,1380,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,22/12/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,1385,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,26/12/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,14174,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 35 E)",03/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,353,33,21.5,mm,146,grams
C,31481,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Childers Forest (38 18 S, 146 07 E)",12/08/1954,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,33149,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Jancourt State Forest (38 20 S, 143 10 E)",15/06/1969,"Seebeck, J H",,suspected 1080 poisoning,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1103264),,,326,,13,mm,99,grams
C,14032,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",08/11/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,320,32,24,mm,91,grams
C,31477,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Childers Forest (38 18 S, 146 07 E)",12/08/1954,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,14154,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Gordons Bridge (37 30 S, 145 25 E)",28/07/1968,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,317,32,24,mm,90,grams
C,18720,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, 5 km SW of Bemm River (37 47 S, 148 55 E)",,"Robinson, A J
Robinson, J",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,358,35,23.6,mm,206,grams
C,14186,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",06/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,331,32,22,mm,115,grams
C,24087,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",17/02/1960,Fisheries and Wildlife,,,Dry,"Skull, skeleton (part)",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,275,33,,mm,83,grams
C,14176,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",03/11/1968,"Tumman, R S",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,215,26.5,22,mm,42,grams
C,14190,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",07/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,312,32,28,mm,122,grams
C,14185,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",05/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,355,34,20,mm,163,grams
C,24034,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Pomborneit East (38 17 S, 143 22 E)",20/07/1962,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,335,46.5,23,mm,107,grams
C,31479,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Childers Forest (38 18 S, 146 07 E)",12/08/1954,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,24073,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",16/02/1960,Fisheries and Wildlife,,,Dry,"Skull, skeleton (part)",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1239693),,,340,33,,mm,136,grams
C,14187,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",07/11/1968,"Tumman, R S",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,341,33.5,26,mm,127,grams
C,14031,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",08/04/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,358,33,24,mm,158,grams
C,21531,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/02/1961,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1239693),,,371,36,24.5,mm,149,grams
C,20076,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Near Nug Nug turnoff south of Myrtleford (36 39 S, 146 43 E)",06/07/1969,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089048),,,361,34,28,mm,,grams
C,14180,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",04/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089048),,,347,33,26,mm,155,grams
C,19954,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Tonimbuk (38 00 S, 145 43 E)",15/09/1974,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089048),,,328,31.5,26.5,mm,122.5,grams
C,20122,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Mt Cobbler (37 03 S, 146 36 E)",13/04/1974,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089048),,,,,,mm,,grams
C,18708,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Captive (Bred in captivity by the Museum)",,"Dixon, Joan M - Museum Victoria",,Parents from Bogong,Dry,Skull,,,,230,30,23,mm,124.1,grams
C,1376,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,,"Simpfendorfer, K",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,3280,,,mm,,grams
C,1375,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,21/11/1966,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,1362,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,05/12/1947,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,330,,,mm,,grams
C,1363,Rattus fuscipes  assimilis,Australian Bush Rat,Female,Australia,05/12/1947,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,3250,,,mm,,grams
C,1379,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,14/01/1947,"Simpfendorfer, K",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,3550,,,mm,,grams
C,1361,Rattus fuscipes  assimilis,Australian Bush Rat,Female,Australia,05/12/1947,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,225,,,mm,,grams
C,1378,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,14/01/1947,"Simpfendorfer, K",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,3370,,,mm,,grams
C,1392,Rattus fuscipes  assimilis,Australian Bush Rat,Female,Australia,26/02/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,1397,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,09/04/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,1377,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,,"Simpfendorfer, K",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,1389,Rattus fuscipes  assimilis,Australian Bush Rat,Female,Australia,23/02/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,967,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Junction of Little River & Wombargo Creek (36 59 S, 148 14 E)",07/05/1947,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,270,,,mm,,grams
C,4894,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Eskdale (36 28 S, 147 15 E)",14/09/1931,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,24022,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 48 S, 146 01 E)",16/02/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236314),,,270,40,,mm,82,grams
C,31933,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",18/09/1958,Unknown,female - young,"No pp scars, ovaries very small, stomach and specimen kept. body length = 152mm; paunch weight = 72gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,300,,,mm,103,grams
C,31932,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",18/09/1958,Unknown,female - young,"No pp scars, ovaries small, both hind feet diseased - foot not perhaps? stomach and specimen kept. body length = 151mm; paunch weight = 60gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,294,,,mm,88,grams
C,31931,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",18/09/1958,Unknown,,"Pp scars 2R, 1L, stomach and specimen kept. Body length = 161mm, paunch weight = 90gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,327,,,mm,130,grams
C,31936,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",15/10/1958,Unknown,,"No pp scars, scar on tail, stomach and specimen kept. body length = 145mm; paunch weight = 73gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,280,,,mm,95,grams
C,31935,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",15/10/1958,Unknown,,"No pp scars, stomach and specimen kept. body length = 160mm; paunch weight = 61gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,315,,,mm,105,grams
C,31934,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",15/10/1958,Unknown,,"Enlarged blood vessels in testes, testes, stomach and specimen kept; body length = 159mm; paunch weight = 78gms; testes length = 23mm; testes weight = 5gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,304,,,mm,115,grams
C,31939,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"No pp scars, large cyst on liver, stomach and specimen kept. body length = 153mm; paunch weight = 76gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,310,,,mm,120,grams
C,31938,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"No pp scars, stomach and specimen kept. body length = 157mm; paunch weight = 79gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,310,,,mm,122,grams
C,31937,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"large cyst on liver, enlarged blood vessels on testes, stomach and specimen kept. body length = 169mm; paunch weight = 122gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,358,,,mm,192,grams
C,31942,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"Pp scars 2L, 7R, two large cysts on liver, stomach and specimen kept. Body length = 175mm, paunch weight = 95gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,334,,,mm,142,grams
C,31941,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"Ovaries too small, no scars, stomach and specimen kept. Body length = 157mm, paunch weight = 101gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,317,,,mm,133,grams
C,31940,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"Pp scars 6L, 5R plus what appears to be numerous other scars, stomach and specimen kept. Body length = 169mm, paunch weight = 84gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,324,,,mm,135,grams
C,31945,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",08/03/1959,Unknown,,"Trapped, fleas, in good condition, fat above testes, stomach and specimen kept; body length = 147mm; paunch weight = 91gms; testes length = >5mm",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,322,,,mm,130,grams
C,31944,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",17/10/1958,Unknown,,"Enlarged blood vessels on testes, stomach and specimen kept; body length = 148mm; paunch weight = 78gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,297,,,mm,119,grams
C,31943,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/10/1958,Unknown,,"Stomach and specimen kept. Body length = 170mm, paunch weight = 117gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,340,,,mm,173,grams
C,31948,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",08/03/1959,Unknown,,"Trapped, stomach and specimen kept; body length = 144mm; paunch weight = 55gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,275,,,mm,78,grams
C,31947,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",08/03/1959,Unknown,,"Trapped, in good condition, stomach and specimen kept; body length = 148mm; paunch weight = 64gms; testes length = 6mm",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,298,,,mm,88,grams
C,31946,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",08/03/1959,Unknown,,"Trapped, mites, cyst on liver, in good condition, stomach and specimen kept; body length = 188mm; paunch weight = 128gms; testes length = 18mm; testes weight = 1.5gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236317),,,355,,,mm,171,grams
C,31951,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/09/1958,Unknown,,"Testes too small for measurments, stomach and specimen kept. Body length = 154mm, paunch weight = 68gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,301,,,mm,94,grams
C,31950,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/09/1958,Unknown,,"Testes very small, stomach and specimen kept. Body length = 166mm, paunch weight = 92gms, testes length = 16mm, testes weight = 2gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,324,,,mm,119,grams
C,31949,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/09/1958,Unknown,male - young,"Testes too small for measurement, stomach and specimen kept. Body length = 184mm, paunch weight = 67gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,330,,,mm,96,grams
C,31954,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",17/09/1958,Unknown,,"Ovaries very small, no pp scars, stomach and specimen kept. Body length = 155mm, paunch weight = 65gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,303,,,mm,105,grams
C,31953,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/09/1958,Unknown,male - young,"Testes too small for measurments, stomach and specimen kept. Body length = 150mm, paunch weight = 59gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,291,,,mm,85,grams
C,31952,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",16/09/1958,Unknown,male - young,"Testes too small for measurments, stomach and specimen kept. Body length = 137mm, paunch weight = 49gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,272,,,mm,78,grams
C,31957,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Olsens Bridge (38 29 S, 146 19 E)",17/09/1958,Unknown,,"Ovaries very small, no pp scars, very thin tail, stomach and specimen kept. Body length = 140mm, paunch weight = 50gms",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1103261) -  Box (L1236320),,,275,,,mm,77,grams
